run,train-accuracy,test-accuracy
0,0.9935371613223962,0.9918840579710145
1,0.9935371613223962,0.9918840579710145
2,0.9935371613223962,0.9918840579710145
3,0.9935371613223962,0.9918840579710145
4,0.9935371613223962,0.9918840579710145
5,0.9935371613223962,0.9918840579710145
6,0.9935371613223962,0.9918840579710145
7,0.9935371613223962,0.9918840579710145
8,0.9935371613223962,0.9918840579710145
9,0.9935371613223962,0.9918840579710145
10,0.9935371613223962,0.9918840579710145
11,0.9935371613223962,0.9918840579710145
12,0.9935371613223962,0.9918840579710145
13,0.9935371613223962,0.9918840579710145
14,0.9935371613223962,0.9918840579710145
15,0.9935371613223962,0.9918840579710145
16,0.9935371613223962,0.9918840579710145
17,0.9935371613223962,0.9918840579710145
18,0.9935371613223962,0.9918840579710145
19,0.9935371613223962,0.9918840579710145
20,0.9935371613223962,0.9918840579710145
21,0.9935371613223962,0.9918840579710145
22,0.9935371613223962,0.9918840579710145
23,0.9935371613223962,0.9918840579710145
24,0.9935371613223962,0.9918840579710145
25,0.9935371613223962,0.9918840579710145
26,0.9935371613223962,0.9918840579710145
27,0.9935371613223962,0.9918840579710145
28,0.9935371613223962,0.9918840579710145
29,0.9935371613223962,0.9918840579710145
30,0.9935371613223962,0.9918840579710145
31,0.9935371613223962,0.9918840579710145
32,0.9935371613223962,0.9918840579710145
33,0.9935371613223962,0.9918840579710145
34,0.9935371613223962,0.9918840579710145
35,0.9935371613223962,0.9918840579710145
36,0.9935371613223962,0.9918840579710145
37,0.9935371613223962,0.9918840579710145
38,0.9935371613223962,0.9918840579710145
39,0.9935371613223962,0.9918840579710145
40,0.9935371613223962,0.9918840579710145
41,0.9935371613223962,0.9918840579710145
42,0.9935371613223962,0.9918840579710145
43,0.9935371613223962,0.9918840579710145
44,0.9935371613223962,0.9918840579710145
45,0.9935371613223962,0.9918840579710145
46,0.9935371613223962,0.9918840579710145
47,0.9935371613223962,0.9918840579710145
48,0.9935371613223962,0.9918840579710145
49,0.9935371613223962,0.9918840579710145
50,0.9935371613223962,0.9918840579710145
51,0.9935371613223962,0.9918840579710145
52,0.9935371613223962,0.9918840579710145
53,0.9935371613223962,0.9918840579710145
54,0.9935371613223962,0.9918840579710145
55,0.9935371613223962,0.9918840579710145
56,0.9935371613223962,0.9918840579710145
57,0.9935371613223962,0.9918840579710145
58,0.9935371613223962,0.9918840579710145
59,0.9935371613223962,0.9918840579710145
60,0.9935371613223962,0.9918840579710145
61,0.9935371613223962,0.9918840579710145
62,0.9935371613223962,0.9918840579710145
63,0.9935371613223962,0.9918840579710145
64,0.9935371613223962,0.9918840579710145
65,0.9935371613223962,0.9918840579710145
66,0.9935371613223962,0.9918840579710145
67,0.9935371613223962,0.9918840579710145
68,0.9935371613223962,0.9918840579710145
69,0.9935371613223962,0.9918840579710145
70,0.9935371613223962,0.9918840579710145
71,0.9935371613223962,0.9918840579710145
72,0.9935371613223962,0.9918840579710145
73,0.9935371613223962,0.9918840579710145
74,0.9935371613223962,0.9918840579710145
75,0.9935371613223962,0.9918840579710145
76,0.9935371613223962,0.9918840579710145
77,0.9935371613223962,0.9918840579710145
78,0.9935371613223962,0.9918840579710145
79,0.9935371613223962,0.9918840579710145
80,0.9935371613223962,0.9918840579710145
81,0.9935371613223962,0.9918840579710145
82,0.9935371613223962,0.9918840579710145
83,0.9935371613223962,0.9918840579710145
84,0.9935371613223962,0.9918840579710145
85,0.9935371613223962,0.9918840579710145
86,0.9935371613223962,0.9918840579710145
87,0.9935371613223962,0.9918840579710145
88,0.9935371613223962,0.9918840579710145
89,0.9935371613223962,0.9918840579710145
90,0.9935371613223962,0.9918840579710145
91,0.9935371613223962,0.9918840579710145
92,0.9935371613223962,0.9918840579710145
93,0.9935371613223962,0.9918840579710145
94,0.9935371613223962,0.9918840579710145
95,0.9935371613223962,0.9918840579710145
96,0.9935371613223962,0.9918840579710145
97,0.9935371613223962,0.9918840579710145
98,0.9935371613223962,0.9918840579710145
99,0.9935371613223962,0.9918840579710145
